Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB28,OUT046,3127.0484122449498
FDB28,OUT018,3051.9777016695866
FDB28,OUT035,3122.277784417987
FDB28,OUT049,3139.0585175003043
FDB28,OUT027,5816.532534624939
FDB29,OUT046,1957.131609404311
FDB29,OUT027,2928.3019464188606
FDB32,OUT045,1516.1912766788105
FDB32,OUT046,1453.703632787054
FDB32,OUT049,1461.2307316912786
FDB32,OUT013,1500.325967957463
FDB33,OUT010,378.84842507864204
FDB33,OUT046,2599.982889934424
FDB33,OUT018,2528.6430941035915
FDB33,OUT027,4201.247114313714
FDB34,OUT013,1415.916955411216
FDB34,OUT046,1364.7095934684166
FDB35,OUT010,225.4564516195329
FDB35,OUT049,1448.0994267335323
FDB35,OUT035,1454.0859629595213
FDB35,OUT027,2693.822675356886
FDB36,OUT049,2087.2657864625
FDB37,OUT018,3642.459690187441
FDB37,OUT045,3991.3263485587627
FDB37,OUT017,3949.1905488302964
FDB38,OUT010,380.74030941621453
FDB38,OUT049,2626.72208521533
FDB38,OUT013,2557.465232282088
FDB38,OUT045,2632.919060168842
FDB38,OUT017,2599.245413707644
FDB39,OUT018,895.0113707385061
FDB39,OUT046,956.608050127749
FDB39,OUT013,1015.2839171417035
FDB39,OUT027,1274.5490398495633
FDB40,OUT046,2523.2687458902587
FDB40,OUT017,2518.8447161816835
FDB41,OUT013,817.5954231559673
FDB41,OUT017,751.0076429868591
FDB41,OUT049,784.1622416663339
FDB41,OUT027,1082.9989397556562
FDB44,OUT018,3397.556113887356
FDB44,OUT049,3627.0781939858334
FDB44,OUT035,3708.7674950035303
FDB44,OUT010,568.0320597062782
FDB45,OUT035,1645.352345145979
FDB45,OUT017,1646.0426482699913
FDB45,OUT027,2850.6129695390823
FDB46,OUT017,3651.382918551583
FDB46,OUT046,3590.70040113013
FDB46,OUT013,3525.2337836236156
FDB46,OUT027,5846.65461926783
FDB47,OUT018,3373.126720784534
FDB47,OUT046,3548.219329233833
FDB47,OUT045,3574.700463994227
FDB47,OUT017,3671.777749642515
FDB47,OUT010,566.9835596229161
FDB47,OUT035,3676.7684616666825
FDB47,OUT027,5846.65461926783
FDB49,OUT035,1635.6885944498188
FDB49,OUT013,1564.1130720506046
FDB49,OUT027,2850.0311387218885
FDB50,OUT035,1284.8577262950296
FDB50,OUT013,1390.472227982767
FDB50,OUT019,171.52026296784882
FDB50,OUT027,2022.0936293942846
FDB51,OUT049,999.0877438217941
FDB51,OUT027,1353.9463413188053
FDB52,OUT035,4169.767503433682
FDB52,OUT017,4111.770604983107
FDB52,OUT046,4127.82878864675
FDB52,OUT019,571.5444243505924
FDB53,OUT046,2510.4306824355376
FDB53,OUT013,2457.6665592483027
FDB53,OUT018,2424.3164706193
FDB53,OUT019,362.3779582033707
FDB56,OUT017,3128.3349391449337
FDB57,OUT049,3712.935221588372
FDB57,OUT018,3487.216696481235
FDB57,OUT045,3793.325536789547
FDB57,OUT019,573.0565523106532
FDB58,OUT049,2294.321416901042
FDB58,OUT045,2088.3842848425384
FDB58,OUT046,2136.7047069217215
FDB59,OUT017,2997.814522136923
FDB59,OUT035,3075.5316704946645
FDB59,OUT010,559.3063579676908
FDB59,OUT013,3033.4088487933054
FDB60,OUT045,3081.6024327684468
FDB60,OUT046,3110.6844868316616
FDB60,OUT019,505.311484626104
FDB60,OUT027,5691.216112520575
FDC02,OUT045,4224.14845426073
FDC02,OUT017,4193.898037516842
FDC02,OUT049,4202.722679927248
FDC03,OUT046,3119.153749275435
FDC03,OUT045,3091.6447846085894
FDC03,OUT018,3014.96183423996
FDC03,OUT010,506.6153081515502
FDC03,OUT027,5710.469898166186
FDC04,OUT013,3896.573155990982
FDC04,OUT035,3986.4293541250763
FDC04,OUT046,3939.2532393202914
FDC04,OUT017,3934.338725264477
FDC05,OUT045,3090.860084020757
FDC05,OUT046,3114.5010642273915
FDC05,OUT013,3074.1362401926426
FDC05,OUT019,560.2195017847727
FDC05,OUT027,5816.532534624939
FDC08,OUT035,3849.603737699024
FDC08,OUT018,3486.8412283804187
FDC08,OUT045,3752.6647434968286
FDC09,OUT035,1647.1017492214364
FDC09,OUT046,1647.1017492214364
FDC09,OUT027,2850.6129695390823
FDC10,OUT045,1935.3891077772744
FDC10,OUT018,1937.4696224845638
FDC10,OUT046,1966.2349966650477
FDC10,OUT013,1958.6134902259205
FDC10,OUT010,272.82656218384733
FDC11,OUT035,1360.4500755097135
FDC11,OUT045,1378.9934427697488
FDC11,OUT049,1361.2264943663793
FDC11,OUT017,1362.7232259177483
FDC14,OUT045,625.7279892951318
FDC14,OUT035,616.1315483240439
FDC15,OUT035,2540.8804469590887
FDC15,OUT013,2462.974975613272
FDC15,OUT046,2576.2546065174474
FDC15,OUT045,2536.194842164617
FDC15,OUT027,4201.566886687078
FDC16,OUT013,1417.0241155390436
FDC17,OUT045,3671.495011995806
FDC17,OUT019,568.1842671944603
FDC20,OUT010,131.10667577614404
FDC20,OUT013,1018.4004722993388
FDC20,OUT049,899.7394715494893
FDC20,OUT027,1274.5490398495633
FDC21,OUT049,1708.808793865324
FDC21,OUT045,1650.5861721395736
FDC21,OUT046,1653.7782621042134
FDC21,OUT035,1655.7852097749408
FDC21,OUT027,2889.7699055161274
FDC22,OUT017,3124.3868550322136
FDC22,OUT010,505.56900184782796
FDC22,OUT035,3130.2770830624177
FDC22,OUT027,5656.1116362884195
FDC22,OUT019,504.0348427014097
FDC23,OUT017,2936.527990991905
FDC23,OUT013,2863.168336015646
FDC23,OUT045,2838.8362996026653
FDC23,OUT046,2912.158151958626
FDC23,OUT049,2854.4742786144325
FDC23,OUT035,2880.0549547312753
FDC23,OUT027,4762.271736731557
FDC26,OUT013,1735.1119947360485
FDC26,OUT017,1792.8872905806786
FDC26,OUT045,1656.8117952571451
FDC26,OUT027,2914.251415980491
FDC28,OUT010,260.666506012164
FDC28,OUT049,1651.4635607254636
FDC28,OUT018,1629.7256898459966
FDC28,OUT035,1658.5369790335606
FDC28,OUT013,1715.043049213911
FDC29,OUT045,1926.3917406833907
FDC32,OUT049,1444.3793305080346
FDC32,OUT046,1451.0873490517872
FDC32,OUT017,1453.0057221721768
FDC32,OUT010,227.4580411333504
FDC32,OUT018,1478.5107992343374
FDC33,OUT010,560.0421781264399
FDC33,OUT049,3128.272490041575
FDC33,OUT017,3107.1445824655525
FDC34,OUT035,2592.9262660278137
FDC34,OUT017,2565.6078715754356
FDC34,OUT027,4162.009567399306
FDC35,OUT035,3581.2156420129077
FDC35,OUT049,3520.6485203388224
FDC35,OUT017,3445.4059177955655
FDC35,OUT019,565.2356502808017
FDC37,OUT010,253.03896420587768
FDC37,OUT046,1649.130447262054
FDC37,OUT018,1627.8367350059575
FDC37,OUT035,1649.442747166021
FDC37,OUT017,1647.7424041344982
FDC37,OUT045,1649.442747166021
FDC37,OUT027,2893.1268486839476
FDC38,OUT018,1982.921583980991
FDC38,OUT017,2023.5383368093578
FDC38,OUT046,2071.8899464572737
FDC38,OUT027,2989.893349149167
FDC39,OUT046,3409.8437678315754
FDC39,OUT045,3619.8123450730836
FDC39,OUT049,3493.0462158203177
FDC39,OUT027,5846.65461926783
FDC40,OUT046,1250.4299989744184
FDC40,OUT045,1281.7067901666107
FDC40,OUT027,2023.6345348345408
FDC41,OUT018,1175.5874994667665
FDC41,OUT045,1151.0722785020382
FDC41,OUT035,1173.7990494404937
FDC44,OUT018,1858.4684418692539
FDC44,OUT035,1817.516253091787
FDC44,OUT010,269.4115640702792
FDC45,OUT013,2797.333251436892
FDC45,OUT046,2754.8081898117143
FDC45,OUT017,2777.986889148537
FDC46,OUT018,3018.2088163296553
FDC46,OUT045,3097.401724906183
FDC47,OUT017,3765.5407154623804
FDC47,OUT046,3697.049170744948
FDC47,OUT049,3682.9376468898827
FDC47,OUT027,5846.65461926783
FDC48,OUT013,1402.8255791462634
FDC48,OUT049,1334.264371838136
FDC48,OUT018,1292.638651690475
FDC48,OUT045,1291.6423968861116
FDC48,OUT027,2136.3408227372497
FDC50,OUT013,1503.989639559856
FDC50,OUT049,1467.2701592271737
FDC50,OUT019,236.1229336873413
FDC51,OUT046,2088.0939633737844
FDC51,OUT018,1999.3150321321868
FDC51,OUT010,273.4915845855465
FDC51,OUT027,2978.077484243319
FDC52,OUT046,2491.2018324554692
FDC52,OUT049,2483.8277460667364
FDC52,OUT018,2397.7609345336173
FDC52,OUT035,2512.0732840268033
FDC52,OUT027,4076.6248668884214
FDC53,OUT017,1550.030358586231
FDC53,OUT045,1567.6881990449237
FDC53,OUT049,1565.7482011274087
FDC53,OUT019,249.63449115803064
FDC56,OUT013,1998.3817652963344
FDC56,OUT010,272.50568203256233
FDC56,OUT017,1950.261841360245
FDC56,OUT045,1937.9262752498275
FDC56,OUT049,2026.1360108915499
FDC56,OUT027,2963.4354406263597
FDC57,OUT017,3025.8196184979147
FDC57,OUT049,3052.6513266862617
FDC57,OUT046,3040.6412214309066
FDC57,OUT045,3014.250095091111
FDC57,OUT010,506.856560856137
FDC57,OUT027,5656.825246360701
FDC58,OUT045,634.8892538533737
FDC58,OUT049,657.4278827911053
FDC58,OUT046,664.6440294420245
FDC59,OUT013,1225.1179018424436
FDC59,OUT046,1096.4362206081337
FDC59,OUT019,135.33641990973146
FDC60,OUT049,1361.6186997778898
FDC60,OUT045,1383.2209370140163
FDC60,OUT013,1417.3353339687737
FDC60,OUT035,1383.2209370140163
FDC60,OUT018,1364.1793777668065
FDC60,OUT027,2603.812414514561
FDD02,OUT018,1904.3117810228048
FDD02,OUT035,1922.7516477214845
FDD02,OUT017,2038.7019730421016
FDD02,OUT019,275.5817260377955
FDD02,OUT027,2940.4994052474385
FDD03,OUT049,3699.188012682111
FDD03,OUT045,3790.980081482318
FDD03,OUT027,5846.65461926783
FDD04,OUT035,2102.7511059591843
FDD04,OUT018,1986.069618203274
FDD04,OUT027,4012.640543339491
FDD05,OUT035,2034.3471190396592
FDD05,OUT010,270.6928214206606
FDD08,OUT010,131.10667577614404
FDD08,OUT045,606.9944191034302
FDD08,OUT046,657.3875097336172
FDD08,OUT019,131.10667577614404
FDD09,OUT035,3028.118823167165
FDD09,OUT010,446.1150321837291
FDD09,OUT049,3048.9718411842464
FDD10,OUT049,2888.1288510979857
FDD10,OUT046,2917.466304968887
FDD11,OUT046,4092.16552121687
FDD11,OUT049,4083.7052859650885
FDD11,OUT019,570.5696796507029
FDD14,OUT046,3063.599427559394
FDD14,OUT017,3047.7833100553175
FDD14,OUT010,489.18412138466425
FDD14,OUT027,5137.061155675822
FDD16,OUT017,1147.0352766623278
FDD16,OUT018,1200.2498514718325
FDD16,OUT045,1120.9733711500373
FDD16,OUT013,1378.355769176613
FDD16,OUT049,1144.319890751512
FDD16,OUT027,1520.1346333600295
FDD17,OUT018,3600.7037510278483
FDD17,OUT027,5849.665404313493
FDD17,OUT019,570.4174721625208
FDD20,OUT013,2065.0913761112793
FDD20,OUT045,2045.4809551571857
FDD20,OUT035,2041.818279810968
FDD20,OUT017,2047.6563138190502
FDD20,OUT049,2083.334085340947
FDD20,OUT019,276.71158126059976
FDD21,OUT045,1924.274012523968
FDD21,OUT027,2928.0237382376586
FDD22,OUT045,1733.7312954631313
FDD22,OUT046,1930.2558251028947
FDD22,OUT013,1904.1908716158737
FDD22,OUT010,270.91923420872524
FDD22,OUT017,1891.0925923236898
FDD22,OUT035,1707.7347045925385
FDD22,OUT027,2928.3019464188606
FDD23,OUT045,3107.720079819555
FDD23,OUT046,3140.92199489292
FDD23,OUT017,3118.2950886552744
FDD23,OUT013,3103.6479273858595
FDD23,OUT027,5145.697695992247
FDD26,OUT049,3170.7193113198923
FDD26,OUT013,3118.3443820297875
FDD26,OUT018,3050.9308177432367
FDD28,OUT035,875.8344535800658
FDD28,OUT045,876.2936861868344
FDD28,OUT013,1018.8610435055025
FDD28,OUT018,916.1361453423259
FDD28,OUT019,131.6660954457063
FDD29,OUT045,4114.946444538571
FDD32,OUT010,193.18302079014742
FDD32,OUT035,1283.2334927986763
FDD32,OUT045,1324.8563228122555
FDD32,OUT046,1336.4152799813046
FDD32,OUT027,2175.7975335321603
FDD32,OUT019,171.73588950999567
FDD33,OUT046,3710.0629882625753
FDD33,OUT035,3786.591487446787
FDD33,OUT010,570.1818073787294
FDD33,OUT017,3871.1395384504694
FDD33,OUT049,3677.9272900940514
FDD34,OUT018,2495.8464569237813
FDD34,OUT046,2592.0377287797164
FDD34,OUT027,4237.781294660179
FDD35,OUT046,2084.6916105623795
FDD35,OUT049,2015.4080137617661
FDD35,OUT018,1995.9126793207822
FDD36,OUT035,1950.870204571328
FDD36,OUT013,2003.986892945438
FDD36,OUT045,1953.7922642070025
FDD36,OUT046,1997.970616929068
FDD36,OUT017,2026.092488674388
FDD38,OUT018,1625.2981709319588
FDD39,OUT035,3673.038730894633
FDD39,OUT049,3604.046617809681
FDD40,OUT017,3012.326510436176
FDD40,OUT010,507.7052227152375
FDD40,OUT018,2924.982089749427
FDD41,OUT018,1628.7804350731676
FDD41,OUT035,1648.205141412873
FDD44,OUT045,4109.915719993721
FDD44,OUT027,5848.6320218678475
FDD45,OUT049,1445.3779025570454
FDD45,OUT010,233.1821397031996
FDD45,OUT046,1474.6449091920526
FDD45,OUT017,1471.4317758351349
FDD45,OUT019,238.0703996566468
FDD45,OUT027,2835.1367923842213
FDD46,OUT017,2459.732878578529
FDD46,OUT035,2493.569854855328
FDD46,OUT018,2374.987338198581
FDD46,OUT046,2471.084200507888
FDD47,OUT017,2853.8287441261386
FDD47,OUT018,2657.133867659413
FDD47,OUT019,384.2276369319394
FDD47,OUT027,4255.984749938049
FDD48,OUT010,271.8962151757363
FDD48,OUT013,1938.0874451604075
FDD48,OUT035,1915.036145776767
FDD48,OUT049,1957.1754698151717
FDD48,OUT017,1913.1132802212762
FDD48,OUT046,1949.8375469727946
FDD48,OUT027,2937.05561765082
FDD50,OUT045,2739.4208959202874
FDD51,OUT018,617.7741985311545
FDD51,OUT046,778.9508883835126
FDD51,OUT017,624.341361670026
FDD51,OUT010,131.10667577614404
FDD52,OUT017,1655.6823386192448
FDD52,OUT045,1653.9140642372463
FDD53,OUT035,613.8934316995192
FDD53,OUT045,625.2317856934457
FDD53,OUT013,705.5846426887483
FDD53,OUT046,662.5615951023482
FDD53,OUT018,607.6257082032084
FDD56,OUT049,2875.684999611892
FDD56,OUT013,2869.2626407244097
FDD56,OUT027,4447.356023425659
FDD56,OUT019,419.0099346928023
FDD57,OUT045,1548.0856600784616
FDD57,OUT018,1516.8311845734531
FDD58,OUT017,1572.9220372253353
FDD58,OUT010,235.0364117178484
FDD58,OUT049,1634.9218762427447
FDD58,OUT027,2850.7888258961048
FDD59,OUT049,1290.4040258051732
FDD59,OUT013,1404.8536110962566
FDD59,OUT018,1297.8511213220727
FDD59,OUT035,1293.6627691737697
FDE02,OUT035,1515.7054362135773
FDE02,OUT018,1429.0226626747526
FDE02,OUT010,232.83641555460287
FDE02,OUT045,1474.23172008842
FDE02,OUT049,1446.966528051995
FDE04,OUT046,2950.2873811218915
FDE04,OUT017,2866.479823373058
FDE04,OUT027,4840.121832852906
FDE05,OUT018,2393.1653887360576
FDE05,OUT035,2504.229851055309
FDE05,OUT049,2448.1148648290446
FDE08,OUT046,2508.1037787714404
FDE08,OUT035,2529.3548846262506
FDE08,OUT045,2517.0204391963575
FDE08,OUT013,2454.105107091577
FDE09,OUT046,1755.2680307702542
FDE09,OUT013,1688.037112928024
FDE09,OUT018,1692.1802125984002
FDE09,OUT017,1656.4100591833862
FDE09,OUT035,1725.4952937422436
FDE10,OUT035,2007.6211093055636
FDE10,OUT013,2025.0508566614194
FDE10,OUT046,2055.415019244631
FDE11,OUT017,3103.8887053181097
FDE11,OUT045,3093.31369648239
FDE14,OUT017,1556.812980168363
FDE14,OUT046,1635.8864663850215
FDE14,OUT027,2850.6129695390823
FDE16,OUT013,3513.2258549310377
FDE16,OUT035,3628.951336824696
FDE16,OUT046,3642.6284664943487
FDE17,OUT018,2428.6937834735086
FDE17,OUT019,364.9925159362221
FDE17,OUT027,4076.6248668884214
FDE20,OUT045,2769.8242121488165
FDE20,OUT018,2661.1578920176257
FDE20,OUT027,4252.56736746783
FDE21,OUT035,1949.959524169295
FDE21,OUT013,1964.9194215270552
FDE21,OUT010,270.0892066625482
FDE21,OUT018,1895.9090801559814
FDE21,OUT046,1990.259378088293
FDE21,OUT017,1953.5437126657087
FDE21,OUT019,275.3120518729464
FDE22,OUT049,2556.774942107503
FDE22,OUT017,2570.903489917356
FDE22,OUT013,2512.8957750205027
FDE22,OUT046,2561.3658827925256
FDE22,OUT027,4227.883856300655
FDE23,OUT049,681.3503109445218
FDE23,OUT013,816.6510663761193
FDE23,OUT010,131.10667577614404
FDE23,OUT027,1085.311811778626
FDE24,OUT013,2068.7836918529238
FDE24,OUT049,2066.4709864518222
FDE24,OUT046,2106.066944406709
FDE24,OUT019,359.12833961347127
FDE26,OUT018,2363.783609621867
FDE26,OUT017,2466.9854412432496
FDE26,OUT035,2477.0352319468684
FDE26,OUT019,294.4403071291809
FDE26,OUT027,4049.342360802141
FDE28,OUT017,3792.6298748040053
FDE28,OUT018,3498.141698459061
FDE28,OUT045,3773.849218431269
FDE28,OUT046,3736.613138410304
FDE28,OUT027,5846.65461926783
FDE29,OUT035,961.4171125226477
FDE29,OUT010,132.4597772773774
FDE29,OUT017,954.0819827241993
FDE32,OUT045,605.3974381632122
FDE32,OUT049,626.1470252170723
FDE33,OUT018,1289.7576231129478
FDE33,OUT046,1305.6142256689445
FDE33,OUT035,1286.2771487016444
FDE34,OUT013,3110.8182304205193
FDE34,OUT045,3072.000944183974
FDE34,OUT019,463.6889379389451
FDE34,OUT027,5137.061155675822
FDE35,OUT017,874.7316013385105
FDE35,OUT035,944.8101175694895
FDE35,OUT018,897.851899278897
FDE35,OUT046,1021.9132014437852
FDE35,OUT019,132.4597772773774
FDE36,OUT046,2572.8771183915746
FDE36,OUT010,381.9723863440756
FDE36,OUT013,2516.5804192390615
FDE36,OUT019,381.3597376249934
FDE38,OUT035,2709.6361417697226
FDE38,OUT049,2688.5647302034154
FDE38,OUT045,2672.534849477736
FDE38,OUT017,2667.884909157305
FDE38,OUT018,2462.3179400376152
FDE38,OUT013,2502.1034701095964
FDE38,OUT019,383.25965621868147
FDE39,OUT018,1946.9115064827047
FDE39,OUT013,1933.703821703721
FDE39,OUT017,1980.0825675197782
FDE39,OUT049,2039.1091688854829
FDE39,OUT046,1963.8519863966724
FDE39,OUT019,279.3663917556655
FDE39,OUT027,2961.270052526276
FDE40,OUT049,982.6799496500855
FDE40,OUT035,1056.3341105462705
FDE40,OUT013,1224.8325414149353
FDE40,OUT046,1057.0445749065284
FDE41,OUT013,1419.0768696876482
FDE41,OUT018,1354.940999842626
FDE41,OUT027,2332.816407977014
FDE44,OUT018,763.2316946469036
FDE44,OUT049,783.9592736894513
FDE44,OUT027,1085.7536747870136
FDE44,OUT019,131.10667577614404
FDE45,OUT010,427.9741373523641
FDE45,OUT017,2886.829988368872
FDE45,OUT049,2898.4412816854783
FDE45,OUT045,3010.1998856924315
FDE45,OUT027,4822.8378599199
FDE46,OUT045,2524.6949725532036
FDE46,OUT018,2421.0814655084555
FDE46,OUT049,2505.516469300889
FDE47,OUT045,2015.0144143586565
FDE47,OUT010,273.6685565426037
FDE47,OUT018,1972.6694544333266
FDE47,OUT046,2065.708664660661
FDE47,OUT027,2978.077484243319
FDE50,OUT017,3030.164248239622
FDE50,OUT049,3058.581052975156
FDE50,OUT018,2932.549492704698
FDE50,OUT046,3037.190723164258
FDE50,OUT013,2998.666761714304
FDE50,OUT019,492.34058281149424
FDE51,OUT049,672.9309972267841
FDE51,OUT045,756.487931779313
FDE52,OUT045,1382.6451584816448
FDE52,OUT035,1381.7509839986187
FDE52,OUT013,1417.7128393925427
FDE52,OUT046,1380.5229140022418
FDE52,OUT017,1370.756264845843
FDE52,OUT049,1375.0227565097082
FDE52,OUT018,1365.7139701098376
FDE53,OUT018,1629.2707139364124
FDE53,OUT049,1641.8955692862414
FDE53,OUT035,1649.442747166021
FDE53,OUT013,1644.2775813253818
FDE53,OUT019,261.32113209109286
FDE56,OUT018,1016.4258309275115
FDE56,OUT046,1128.641568946053
FDE56,OUT045,981.2073709827534
FDE56,OUT013,1111.6689136786074
FDE56,OUT049,999.2800185937346
FDE57,OUT035,2059.4078819027573
FDE57,OUT046,2104.102259734641
FDE57,OUT045,2032.8172000271315
FDE57,OUT018,2011.4650494227371
FDE58,OUT046,1961.5621546086495
FDE58,OUT018,1875.0721413353872
FDE58,OUT045,1916.3346747575395
FDE58,OUT035,1991.943271527571
FDE59,OUT046,632.1320020798769
FDE59,OUT045,603.9371700287925
FDE59,OUT027,1001.9204933202562
FDF02,OUT046,1647.2670905415328
FDF02,OUT010,242.56632341570966
FDF02,OUT035,1646.6067405297363
FDF02,OUT045,1647.0521010104858
FDF02,OUT027,2851.3706567132986
FDF04,OUT027,5849.665404313493
FDF05,OUT019,571.5444243505924
FDF08,OUT049,1373.5196106645953
FDF08,OUT017,1353.7692082547624
FDF08,OUT027,2684.6069035520586
FDF08,OUT019,216.39063510864963
FDF09,OUT017,593.0652825572206
FDF09,OUT046,633.7289830200948
FDF09,OUT010,131.10667577614404
FDF10,OUT046,2520.7495976412374
FDF10,OUT017,2516.871361844633
FDF10,OUT035,2543.2352519886767
FDF10,OUT027,4049.342360802141
FDF11,OUT013,3916.0273400034534
FDF11,OUT046,3952.754222879988
FDF11,OUT010,571.9296001225816
FDF11,OUT027,5849.665404313493
FDF12,OUT035,2489.1092328984505
FDF12,OUT049,2459.7056727974646
FDF14,OUT013,2414.7630725666027
FDF14,OUT018,2378.948387782025
FDF14,OUT046,2478.8894185597082
FDF14,OUT027,4076.6248668884214
FDF16,OUT018,2377.3439527273194
FDF16,OUT035,2488.2930847932494
FDF17,OUT013,3079.431650916625
FDF17,OUT018,3014.4477262738324
FDF17,OUT035,3107.595913508386
FDF17,OUT046,3118.639641309308
FDF17,OUT027,5722.855850158009
FDF17,OUT019,555.9818256761228
FDF20,OUT017,3091.824638520507
FDF20,OUT018,3003.363403096157
FDF20,OUT035,3097.714866550712
FDF20,OUT019,521.8280827742931
FDF21,OUT018,3027.3535974247875
FDF21,OUT046,3133.118601856631
FDF21,OUT019,490.17856686144313
FDF22,OUT027,5847.688001713475
FDF22,OUT019,567.5438556283145
FDF24,OUT046,1331.2560933393302
FDF24,OUT045,1304.0455851880595
FDF24,OUT013,1410.329048817079
FDF26,OUT049,2467.6145009794623
FDF26,OUT013,2423.9033854389622
FDF26,OUT046,2477.456558789958
FDF28,OUT045,2018.4091438012672
FDF28,OUT010,273.4839519668599
FDF28,OUT013,2043.2021040174375
FDF28,OUT018,1984.4174598551863
FDF28,OUT035,2024.570552398015
FDF28,OUT049,2065.058310694271
FDF28,OUT019,279.17468844169986
FDF29,OUT045,2065.6462072061586
FDF29,OUT017,2055.1665229478544
FDF29,OUT046,2113.3497856285867
FDF29,OUT010,275.03771627628345
FDF32,OUT035,3144.1035219029077
FDF32,OUT017,3071.106256428298
FDF32,OUT049,3151.3590521044516
FDF32,OUT027,5816.532534624939
FDF33,OUT049,1644.9618235807218
FDF33,OUT046,1659.1393555663503
FDF33,OUT017,1659.169308678566
FDF33,OUT013,1646.6438149608296
FDF34,OUT035,3089.541096347846
FDF34,OUT013,3061.584848561756
FDF34,OUT046,3099.917991503814
FDF35,OUT018,1628.653963782475
FDF35,OUT046,1649.4863470238802
FDF35,OUT027,2907.025076253789
FDF38,OUT045,626.0444469212005
FDF38,OUT049,645.3308895542942
FDF38,OUT035,617.7022300972811
FDF38,OUT018,611.946240578303
FDF38,OUT017,609.5514798650728
FDF38,OUT027,1013.836148096115
FDF39,OUT049,4133.850719435455
FDF39,OUT035,4175.26020813975
FDF39,OUT010,573.0565523106532
FDF39,OUT017,4125.599440446292
FDF39,OUT027,5849.665404313493
FDF40,OUT049,4025.8634937316015
FDF40,OUT013,3945.246494579721
FDF40,OUT046,4028.202826013492
FDF40,OUT045,3999.113108244961
FDF40,OUT018,3670.8487656658463
FDF41,OUT035,3906.1859882991034
FDF41,OUT013,3810.0989149949974
FDF41,OUT010,570.1818073787294
FDF41,OUT019,570.1818073787294
FDF44,OUT010,277.6340358320408
FDF44,OUT013,2025.7459527092637
FDF44,OUT017,2006.9961706612785
FDF44,OUT046,2055.347780309194
FDF45,OUT035,877.1371874976855
FDF45,OUT046,1031.2958220246949
FDF45,OUT027,1335.9227628255037
FDF46,OUT049,1975.3700860510603
FDF46,OUT013,1915.9927297948004
FDF46,OUT046,1942.6973371084857
FDF46,OUT018,1859.725156825749
FDF47,OUT045,3699.6031651638755
FDF47,OUT035,3743.7136104379983
FDF47,OUT018,3432.4246663550125
FDF47,OUT027,5846.65461926783
FDF50,OUT018,3019.1887204567042
FDF50,OUT046,3108.7600447496225
FDF50,OUT017,3107.498099488226
FDF50,OUT049,3119.6133163629106
FDF50,OUT013,3088.900669342154
FDF52,OUT046,3151.3655765849685
FDF53,OUT018,2867.2946545370132
FDF53,OUT045,3031.1862856340967
FDF53,OUT017,2995.9529889213964
FDF53,OUT027,4964.617002640805
FDF56,OUT018,2915.846887336007
FDF57,OUT018,2769.067638011238
FDF57,OUT013,2702.156138140463
FDF58,OUT017,979.3594621852435
FDF58,OUT018,998.9551910149958
FDF58,OUT035,1003.1349364442507
FDF58,OUT013,1190.8476931776481
FDF58,OUT045,1060.4325266848527
FDF58,OUT049,1030.7323252813003
FDF58,OUT019,135.33641990973146
FDF59,OUT046,2054.5761032969026
FDF59,OUT013,2026.461047739588
FDF59,OUT010,273.54644516165047
FDF59,OUT045,2009.4237598631476
FDF59,OUT019,280.43460838824194
FDF59,OUT027,2980.7535449835623
FDG02,OUT049,3144.773093559606
FDG02,OUT045,3100.3741901987623
FDG02,OUT035,3119.1427720860765
FDG02,OUT013,3089.1548432072955
FDG04,OUT013,3080.934434836263
FDG04,OUT049,3135.811123710884
FDG04,OUT017,3108.578867651
FDG04,OUT046,3123.8010184555296
FDG04,OUT027,5154.033206658964
FDG05,OUT017,2547.9356661766506
FDG05,OUT035,2574.913156223616
FDG05,OUT013,2476.84871642761
FDG05,OUT018,2401.786103541525
FDG08,OUT046,2856.334781881471
FDG08,OUT027,4408.400305526513
FDG09,OUT019,497.75118840902576
FDG10,OUT046,959.4937191074313
FDG10,OUT017,874.7316013385105
FDG10,OUT013,1018.4004722993388
FDG10,OUT049,907.1886244579272
FDG12,OUT046,2078.5516760926607
FDG12,OUT035,1973.2799272466204
FDG12,OUT013,1988.9629005809409
FDG14,OUT049,2473.443359920168
FDG14,OUT035,2504.2228497320525
FDG14,OUT018,2392.2386383370877
FDG14,OUT046,2478.4250687740428
FDG14,OUT013,2427.364906914039
FDG16,OUT035,3655.322059165748
FDG16,OUT018,3347.191750825421
FDG16,OUT027,5846.65461926783
FDG17,OUT045,3981.213474398921
FDG17,OUT046,3956.9772147676144
FDG17,OUT035,4001.771149410107
FDG17,OUT013,3923.3828006145895
FDG17,OUT019,571.9296001225816
FDG20,OUT049,2865.891585183184
FDG20,OUT013,2871.6858252449897
FDG20,OUT035,2889.281292556251
FDG20,OUT027,4447.356023425659
FDG21,OUT035,2547.7424289972328
FDG21,OUT013,2468.590515060298
FDG22,OUT049,626.6432288187584
FDG22,OUT013,681.1057439558347
FDG22,OUT045,619.685995087787
FDG22,OUT018,587.7615623044177
FDG22,OUT019,131.10667577614404
FDG26,OUT046,4134.299645341657
FDG26,OUT027,5849.665404313493
FDG26,OUT019,571.5444243505924
FDG28,OUT035,3993.868648997252
FDG28,OUT018,3641.918215370879
FDG28,OUT013,3919.192497471697
FDG28,OUT045,3974.582222991602
